tweet_id,timestamp_x,source,text,expanded_urls,rating_numerator,rating_denominator,name,stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,timestamp_y,favorite_count,retweet_count,Timestamp
890006608113172480,2017-07-26 00:31:25+00:00,Twitter for iPhone,This Is Koda. He Is A South Australian Deckshark. Deceptively Deadly. Frighteningly Majestic. 13/10 Would Risk A Petting #Barkweek Https://T.Co/Dvpw0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,unknown,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True,Pomeranian,0.0138835,1,Chow,0.00816748,True,2017-07-26 00:31:25,31166,7624,2017-07-26
889880896479866881,2017-07-25 16:11:53+00:00,Twitter for iPhone,This Is Bruno. He Is A Service Shark. Only Gets Out Of The Water To Assist You. 13/10 Terrifyingly Good Boy Https://T.Co/U1Xpqml29G,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,unknown,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_bulldog,0.377417,True,Labrador_retriever,0.151317,1,Muzzle,0.0829811,False,2017-07-25 16:11:53,28268,5156,2017-07-25
889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iPhone,Here'S A Puppo That Seems To Be On The Fence About Something Haha No But Seriously Someone Help Her. 13/10 Https://T.Co/Bxvuxk0Ucm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True,Cardigan,0.0273557,1,Basenji,0.00463323,True,2017-07-25 01:55:32,38818,8538,2017-07-25
889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,This Is Ted. He Does His Best. Sometimes That'S Not Enough. But It'S Ok. 12/10 Would Assist Https://T.Co/F8Dedcrksr,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,unknown,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,0.99165,True,Boxer,0.00212864,1,Staffordshire_bullterrier,0.00149818,True,2017-07-25 00:10:02,27672,4735,2017-07-25
889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,This Is Stuart. He'S Sporting His Favorite Fanny Pack. Secretly Filled With Bones Only. 13/10 Puppared Puppo #Barkweek Https://T.Co/Y70O6H3Isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Golden_retriever,0.953442,True,Labrador_retriever,0.0138341,1,Redbone,0.00795775,True,2017-07-24 17:02:04,15359,2321,2017-07-24
889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,This Is Oliver. You'Re Witnessing One Of His Many Brutal Attacks. Seems To Be Playing With His Victim. 13/10 Fr*Ckin Frightening #Barkweek Https://T.Co/Wphvrqedpb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,unknown,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,0.626152,True,Borzoi,0.194742,1,Saluki,0.0273507,True,2017-07-24 00:19:32,25652,5637,2017-07-24
888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,This Is Jim. He Found A Fren. Taught Him How To Sit Like The Good Boys. 12/10 For Both Https://T.Co/Chxruioujn,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,unknown,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden_retriever,0.714719,True,Tibetan_mastiff,0.1201839999999999,1,Labrador_retriever,0.1055059999999999,True,2017-07-23 00:22:39,29611,4709,2017-07-23
888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,This Is Zeke. He Has A New Stick. Very Proud Of It. Would Like You To Throw It For Him Without Taking It. 13/10 Would Do My Best Https://T.Co/Htq77Ynq5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,unknown,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden_retriever,0.46976,True,Labrador_retriever,0.184172,1,English_setter,0.0734817,True,2017-07-22 16:56:37,26080,4559,2017-07-22
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This Is Ralphus. He'S Powering Up. Attempting Maximum Borkdrive. 13/10 Inspirational Af Https://T.Co/Ynyafcttik,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,unknown,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,1,Malamute,0.111411,True,2017-07-22 00:23:06,20290,3732,2017-07-22
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This Is Gerald. He Was Just Told He Didn'T Get The Job He Interviewed For. A H*Ckin Injustice. 12/10 Didn'T Want The Job Anyway Https://T.Co/Dk7Idpfurx,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,unknown,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,True,Pug,0.000931908,1,Bull_mastiff,0.000903211,True,2017-07-20 16:49:33,22201,3653,2017-07-20
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This Is Jeffrey. He Has A Monopoly On The Pool Noodles. Currently Running A 'Boop For Two' Midweek Sale. 13/10 H*Ckin Strategic Https://T.Co/Phruk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,unknown,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664,True,Redbone,0.0875815,1,Weimaraner,0.0262364,True,2017-07-19 16:06:48,30779,5609,2017-07-19
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I'Ve Yet To Rate A Venezuelan Hover Wiener. This Is Such An Honor. 14/10 Paw-Inspiring Af (Ig: Roxy.Thedoxy) Https://T.Co/20Vrlaa8Ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,such,unknown,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.130432,False,Tow_truck,0.0291754,0,Shopping_cart,0.0263208,False,2017-07-19 03:39:09,46959,12082,2017-07-19
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This Is Canela. She Attempted Some Fancy Porch Pics. They Were Unsuccessful. 13/10 Someone Help Her Https://T.Co/Clyzpcucmx,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,unknown,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,1,Beagle,0.0389148,True,2017-07-19 00:47:34,69871,18781,2017-07-19
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You May Not Have Known You Needed To See This Today. 13/10 Please Enjoy (Ig: Emmylouroo) Https://T.Co/Wzqnqygeyv,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,,unknown,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,0.330741,True,Sea_lion,0.275645,0,Weimaraner,0.134203,True,2017-07-18 16:08:03,34222,10737,2017-07-18
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... Is A Jubilant Antarctic House Bear. We Only Rate Dogs. Please Only Send Dogs. Thank You... 12/10 Would Suffocate In Floof Https://T.Co/4Ad1Jzjsdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,,unknown,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo_dog,0.0350295,1,Staffordshire_bullterrier,0.0297047,True,2017-07-18 00:07:08,31061,6167,2017-07-18
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This Is Maya. She'S Very Shy. Rarely Leaves Her Cup. 13/10 Would Find Her An Environment To Thrive In Https://T.Co/I6Ony0Cgit,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,unknown,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,Toy_terrier,0.143528,1,Can_opener,0.0322529,False,2017-07-17 16:17:36,35859,8084,2017-07-17
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This Is Mingus. He'S A Wonderful Father To His Smol Pup. Confirmed 13/10, But He Needs Your Help

Https://T.Co/Bvi0Yr4Cff Https://T.Co/Isvkoskd5B","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,unknown,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,True,Great_pyrenees,0.186136,1,Dandie_dinmont,0.0863463,True,2017-07-16 23:58:41,12306,3443,2017-07-16
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This Is Derek. He'S Late For A Dog Meeting. 13/10 Pet...Al To The Metal Https://T.Co/Bcowue0Aba,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,unknown,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,False,Sports_car,0.139952,0,Car_wheel,0.0441726999999999,False,2017-07-16 20:14:00,22798,4610,2017-07-16
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This Is Roscoe. Another Pupper Fallen Victim To Spontaneous Tongue Ejections. Get The Blepipen Immediate. 12/10 Deep Breaths Roscoe Https://T.Co/Rge08Mijox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,True,Chihuahua,0.000361178,1,Boston_bull,7.55616e-05,True,2017-07-15 23:25:31,21524,3316,2017-07-15
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,This Is Waffles. His Doggles Are Pupside Down. Unsure How To Fix. 13/10 Someone Assist Waffles Https://T.Co/Xzda9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,unknown,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.943575,True,Shower_cap,0.0252856,0,Siamese_cat,0.00284892,False,2017-07-15 16:17:19,28469,6523,2017-07-15
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer Discretion Advised. This Is Jimbo. He Will Rip Ur Finger Right H*Ckin Off. Other Dog Clearly An Accessory. 12/10 Pls Pet With Caution Https://T.Co/Buvep0Umf1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,unknown,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,True,Shih-tzu,0.00663012,1,Bernese_mountain_dog,0.00623915,True,2017-07-14 22:10:11,33382,7097,2017-07-14
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This Is Maisey. She Fell Asleep Mid-Excavation. Happens To The Best Of Us. 13/10 Would Pat Noggin Approvingly Https://T.Co/Tp1Kq8I9Jf,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,unknown,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,Labrador_retriever,0.265835,1,Kuvasz,0.134697,True,2017-07-13 15:58:47,36689,6683,2017-07-13
885311592912609280,2017-07-13 01:35:06+00:00,Twitter for iPhone,Rt @Dog_Rates: This Is Lilly. She Just Parallel Barked. Kindly Requests A Reward Now. 13/10 Would Pet So Well Https://T.Co/Satn4If5H5,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13,10,Lilly,unknown,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,Labrador_retriever,0.908703,True,Seat_belt,0.0570909,0,Pug,0.0119335,True,2017-07-13 01:35:06,0,19297,2017-07-13
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here We Have A Corgi Undercover As A Malamute. Pawbably Doing Important Investigative Work. Zero Control Over Tongue Happenings. 13/10 Https://T.Co/44Itamubbf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,,unknown,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,Siberian_husky,0.0717125,1,Eskimo_dog,0.0557697,True,2017-07-12 16:03:00,22367,4556,2017-07-12
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This Is Earl. He Found A Hat. Nervous About What You Think Of It. 12/10 It'S Delightful, Earl Https://T.Co/Myjvdlnrva",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,unknown,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,True,American_staffordshire_terrier,0.198451,1,Staffordshire_bullterrier,0.127725,True,2017-07-12 00:01:00,68152,16439,2017-07-12
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This Is Lola. It'S Her First Time Outside. Must Test The Earth And Taste The Atmosphere. 13/10 You'Re Doing Great Lola Https://T.Co/74Tkauslko,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,unknown,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822103,True,Norwich_terrier,0.106075,1,Norfolk_terrier,0.0373485,True,2017-07-11 20:47:12,28514,6096,2017-07-11
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This Is Kevin. He'S Just So Happy. 13/10 What Is Your Secret Kevin Https://T.Co/1R4Mfcbcx5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,unknown,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,French_bulldog,0.404291,1,Brabancon_griffon,0.0440019,True,2017-07-11 00:00:02,24765,5100,2017-07-11
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I Present To You, Pup In Hat. Pup In Hat Is Great For All Occasions. Extremely Versatile. Compact As H*Ck. 14/10 (Ig: Itselizabethgales) Https://T.Co/Vvbocc2Vdc",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,,unknown,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,1,Chihuahua,0.00208089,True,2017-07-10 15:58:53,27478,5856,2017-07-10
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He Doesn'T Have Any Important Dog Meetings Today He Just Enjoys Looking His Best At All Times. 12/10 For Dangerously Dapper Doggo Https://T.Co/Ysi00Bztbz,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,True,Malinois,0.199396,1,Norwegian_elkhound,0.0491476,True,2017-07-09 21:29:42,20771,3128,2017-07-09
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This Is Noah. He Can'T Believe Someone Made This Mess. Got The Vacuum Out For You Though. Offered To Help Clean Pup. 12/10 Super Good Boy Https://T.Co/V85Xujjddy,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,unknown,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,Miniature_pinscher,0.299603,1,Kelpie,0.0630203,True,2017-07-09 00:00:04,22349,3586,2017-07-09
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This Is Bella. She Hopes Her Smile Made You Smile. If Not, She Is Also Offering You Her Favorite Monkey. 13.5/10 Https://T.Co/Qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,unknown,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden_retriever,0.943082,True,Labrador_retriever,0.032409,1,Kuvasz,0.00550072,True,2017-07-08 00:28:19,46860,10407,2017-07-08
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He May Be The Floofiest Floofer I Ever Did See. Lost Eyes Saving A Schoolbus From A Volcano Erpuption. 13/10 Heroic As H*Ck Https://T.Co/Rf661Ifeyp,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.987997,True,Tibetan_mastiff,0.00709872,1,Newfoundland,0.00214033,True,2017-07-07 16:22:55,22986,3825,2017-07-07
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please Only Send Dogs. We Don'T Rate Mechanics, No Matter How H*Ckin Good. Thank You... 13/10 Would Sneak A Pat Https://T.Co/Se5Fz9Wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,unknown,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden_retriever,0.949562,True,Labrador_retriever,0.0459479,1,Kuvasz,0.00247094,True,2017-07-07 00:17:54,37914,6949,2017-07-07
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This Is Rusty. He Wasn'T Ready For The First Pic. Clearly Puppared For The Second. 13/10 Confirmed Great Boy Https://T.Co/Tyer0Kpdxj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,unknown,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,0.4667779999999999,True,Siberian_husky,0.406044,1,Dingo,0.0734143999999999,False,2017-07-06 15:58:11,24445,4122,2017-07-06
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This Is Gus. He'S Quite The Cheeky Pupper. Already Perfected The Disinterested Wink. 12/10 Would Let Steal My Girl Https://T.Co/D43I96Slvu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,True,Chesapeake_bay_retriever,0.074257,1,Flat-coated_retriever,0.0155793999999999,True,2017-07-06 00:46:41,28903,5134,2017-07-06
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This Is Stanley. He Has His First Swim Lesson Today. Doggle Straps Adjusted. Ready To Go. 13/10 Phelps Is Nervous (Ig: Stanleythe_Corgi) Https://T.Co/Nx52Pgwh94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,unknown,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,1,Cardigan,0.107699,True,2017-07-05 15:48:34,28382,6342,2017-07-05
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This Is Alfy. You'Re Witnessing His First Watermelon Experience. I Think It Was A Success. 13/10 Happy 4Th Alfy 🇺🇸 Https://T.Co/Fyp5Rlutfa,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,unknown,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden_retriever,0.762211,True,Labrador_retriever,0.0989848999999999,1,Cocker_spaniel,0.0171995,True,2017-07-04 16:01:23,45880,12118,2017-07-04
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This Is Koko. Her Owner, Inspired By Barney, Recently Built A Cart For Her To Use During Walks If She Got Tired. 13/10 Rest Easy Koko Https://T.Co/Zedpnskx7W","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,unknown,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Web_site,0.949591,False,Dhole,0.0173258,0,Golden_retriever,0.00694063,True,2017-07-04 01:18:17,29900,5203,2017-07-04
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,This Is Rey. He'S A Benebop Cumberfloof. 12/10 Dangerously Pettable Https://T.Co/503Cgwbhxq,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,unknown,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake_bay_retriever,0.278966,1,Koala,0.127017,False,2017-07-03 16:04:48,24773,3533,2017-07-03
